year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2009.00310,,,-50.35000,
2009.00320,,-52.95000,,
2009.02980,,-57.50000,,
2009.03090,,,-55.27000,
2009.05740,,-60.48000,,
2009.05760,,,-50.88000,
2009.08480,,,93.83000,
2009.11180,,,131.35000,
2009.12640,,76.04000,,
2009.13890,,,32.87000,
2009.15250,,-45.38000,,
2009.16600,,,-31.65000,
2009.17970,,-13.24000,,
2009.19320,,,36.82000,
2009.20640,,24.99000,,
2009.22060,,,-7.73000,
2009.23340,,-21.08000,,
2009.24730,,,5.83000,
2009.26110,,-0.95000,,
2009.27460,,,-13.00000,
2009.28790,,-11.42000,,
2009.30220,,,6.97000,
2009.31510,,2.65000,,
2009.32920,,,-6.50000,
2009.34200,,-10.70000,,
2009.35590,,,8.30000,
2009.36930,,15.85000,,
2009.38300,,,6.77000,
2009.39700,,17.73000,,
2009.40990,,,-4.89000,
2009.42400,,17.31000,,
2009.43740,,,49.50000,
2009.45090,,87.42000,,
2009.46480,,,72.80000,
2009.47810,,68.20000,,
2009.49190,,,63.45000,
2009.50580,,73.36000,,
2009.51950,,,54.36000,
2009.53230,,41.68000,,
2009.54610,,,4.92000,
2009.55940,,-3.33000,,
2009.57320,,,-4.14000,
2009.58650,,8.28000,,
2009.60040,,,10.29000,
2009.61410,,11.70000,,
2009.62790,,,7.92000,
2009.64120,,-6.90000,,
2009.65490,,,3.75000,
2009.66850,,17.13000,,
2009.68200,,,4.74000,
2009.69410,,-7.17000,,
2009.70930,,,1.40000,
2009.73600,,26.80000,,
2009.73620,,,21.71000,
2009.74950,,-6.00000,,
2009.76330,,,8.06000,
2009.77680,,23.80000,,
2009.79030,,,10.45000,
2009.80340,,10.74000,,
2009.81780,,,28.67000,
2009.83100,,33.26000,,
2009.84480,,,-0.01000,
2009.85770,,13.72000,,
2009.87170,,,39.27000,
2009.88540,,36.89000,,
2009.89950,,,-6.44000,
2009.91280,,-3.43000,,
2009.92600,,,12.35000,
2009.93940,,54.02000,,
2009.95390,,,39.24000,
2009.96690,,77.03000,,
2009.98040,,,127.52000,
2009.99430,,186.77000,,
2010.00780,,,173.78000,
2010.02120,,165.43000,,
2010.03470,,,132.54000,
2010.04810,,124.54000,,
2010.06210,,,71.30000,
2010.07530,,4.99000,,
2010.08920,,,-14.54000,
2010.10250,,25.63000,,
2010.11640,,,70.17000,
2010.12950,,119.91000,,
2010.14380,,,174.99000,
2010.15680,,196.36000,,
2010.17060,,,181.54000,
2010.18460,,135.36000,,
2010.19780,,,85.86000,
2010.21080,,30.56000,,
2010.22510,,,21.57000,
2010.23880,,-6.20000,,
2010.25210,,,-1.16000,
2010.26490,,-41.94000,,
2010.27950,,,-35.54000,
2010.29240,,0.48000,,
2010.30610,,,49.17000,
2010.31960,,41.49000,,
2010.33320,,,25.97000,
2010.34710,,17.29000,,
2010.36050,,,43.22000,
2010.37420,,66.89000,,
2010.38720,,,37.86000,
2010.40140,,14.73000,,
2010.41510,,,3.50000,
2010.42650,,25.85000,,
2010.44190,,,57.98000,
2010.45560,,81.10000,,
2010.46950,,,78.74000,
2010.48230,,60.64000,,
2010.49670,,,34.30000,
2010.50960,,19.04000,,
2010.52340,,,17.87000,
2010.53720,,14.69000,,
2010.55070,,,16.81000,
2010.56150,,27.50000,,
2010.57780,,,19.26000,
2010.59090,,20.99000,,
2010.60480,,,33.09000,
2010.61850,,37.26000,,
2010.63210,,,37.93000,
2010.64560,,27.68000,,
2010.65930,,,41.67000,
2010.67260,,38.71000,,
2010.68640,,,50.98000,
2010.69960,,49.32000,,
2010.71310,,,52.08000,
2010.72710,,49.22000,,
2010.74080,,,52.47000,
2010.75410,,53.74000,,
2010.76770,,,32.39000,
2010.78140,,56.70000,,
2010.79510,,,67.97000,
2010.80830,,76.95000,,
2010.82210,,,40.65000,
2010.83490,,27.39000,,
2010.84930,,,-4.62000,
2010.86270,,41.38000,,
2010.87660,,,90.89000,
2010.88970,,103.84000,,
2010.90330,,,92.74000,
2010.91700,,112.27000,,
2010.93090,,,102.14000,
2010.94400,,86.11000,,
2010.95770,,,46.45000,
2010.97130,,68.32000,,
2010.98560,,,95.98000,
2010.99840,,105.86000,,
2011.01260,,,70.17000,
2011.02520,,67.11000,,
2011.03850,,,64.84000,
2011.05310,,29.39000,,
2011.06690,,,-7.98000,
2011.07970,,13.44000,,
2011.09330,,,32.38000,
2011.10700,,3.18000,,
2011.12130,,,-3.07000,
2011.13410,,46.08000,,
2011.14820,,,87.26000,
2011.16120,,96.85000,,
2011.17460,,,31.92000,
2011.18830,,-17.23000,,
2011.20210,,,-11.32000,
2011.21560,,-3.73000,,
2011.22920,,,-14.19000,
2011.24260,,-44.00000,,
2011.25660,,,-41.70000,
2011.26900,,-40.60000,,
2011.28340,,,-20.22000,
2011.29700,,-7.76000,,
2011.31100,,,9.03000,
2011.32440,,30.25000,,
2011.33800,,,54.84000,
2011.35140,,72.14000,,
2011.36510,,,15.92000,
2011.37870,,-7.58000,,
2011.39220,,,-5.06000,
2011.40580,,11.22000,,
2011.41950,,,26.10000,
2011.43320,,37.76000,,
2011.44630,,,43.80000,
2011.46000,,55.26000,,
2011.47350,,,17.65000,
2011.48710,,16.89000,,
2011.50130,,,6.62000,
2011.51410,,29.48000,,
2011.52810,,,21.69000,
2011.54140,,21.63000,,
2011.55540,,,19.26000,
2011.56840,,53.45000,,
2011.58250,,,41.14000,
2011.59580,,21.68000,,
2011.60930,,,5.76000,
2011.62280,,5.95000,,
2011.63660,,,-5.55000,
2011.65020,,14.79000,,
2011.66350,,,18.97000,
2011.67710,,29.67000,,
2011.69060,,,18.61000,
2011.70430,,14.31000,,
2011.71770,,,18.00000,
2011.73150,,11.09000,,
2011.74510,,,-2.17000,
2011.75860,,-23.03000,,
2011.77260,,,-10.47000,
2011.78570,,9.10000,,
2011.79940,,,2.77000,
2011.81320,,13.15000,,
2011.82680,,,11.65000,
2011.84010,,5.71000,,
2011.85350,,,2.79000,
2011.86720,,4.81000,,
2011.88090,,,-31.89000,
2011.89440,,-42.89000,,
2011.90830,,,-62.10000,
2011.92020,,-71.75000,,
2011.93570,,,-19.05000,
2011.94890,,28.72000,,
2011.96260,,,43.84000,
2011.97560,,44.37000,,
2011.98940,,,14.69000,
2012.00230,,-15.47000,,
2012.01740,,,-18.03000,
2012.03000,,-2.48000,,
2012.04400,,,1.49000,
2012.05690,,-14.93000,,
2012.07090,,,-13.58000,
2012.08300,,-20.25000,,
2012.09820,,,-21.56000,
2012.11010,,-41.36000,,
2012.12520,,,-49.49000,
2012.12700,,-65.17000,,
2012.15290,,,-39.47000,
2012.16760,,-59.58000,,
2012.17950,,,-16.42000,
2012.20670,,,12.24000,
2012.23360,,,-17.83000,
2012.26080,,,20.15000,
2012.28790,,,77.61000,
2012.31500,,,75.73000,
2012.34230,,,57.65000,
2012.36500,,46.75000,,
2012.37000,,,45.89000,
2012.39430,,58.90000,,
2012.39670,,,68.91000,
2012.42420,,,19.68000,
2012.42530,,10.66000,,
2012.45110,,,0.17000,
2012.45370,,-10.46000,,
2012.47460,,-14.97000,,
2012.47870,,,7.31000,
2012.49520,,26.60000,,
2012.50530,,,29.77000,
2012.52520,,18.20000,,
2012.53260,,,7.19000,
2012.55510,,-5.76000,,
2012.55970,,,6.76000,
2012.58400,,43.04000,,
2012.58670,,,43.39000,
2012.60490,,36.22000,,
2012.61390,,,36.61000,
2012.62480,,37.26000,,
2012.64120,,,46.85000,
2012.65570,,39.07000,,
2012.66820,,,38.03000,
2012.68490,,9.89000,,
2012.69580,,,13.69000,
2012.71430,,19.77000,,
2012.72270,,,26.58000,
2012.73520,,19.49000,,
2012.74980,,,51.28000,
2012.75530,,51.03000,,
2012.77690,,,36.89000,
2012.78550,,33.31000,,
2012.80350,,,68.94000,
2012.81520,,60.76000,,
2012.83110,,,91.28000,
2012.83570,,91.71000,,
2012.85630,,78.39000,,
2012.85830,,,75.82000,
2012.88490,,,-37.51000,
2012.88540,,-42.81000,,
2012.91310,,,-10.54000,
2012.91680,,-1.03000,,
2012.93960,,,38.54000,
2012.94520,,42.75000,,
2012.96590,,54.06000,,
2012.96680,,,55.16000,
2012.98690,,65.48000,,
2012.99400,,,64.42000,
2013.01660,,-4.20000,,
2013.02120,,,-14.19000,
2013.04630,,14.68000,,
2013.04810,,,15.53000,
2013.07510,,135.59000,,
2013.07550,,,139.73000,
2013.09630,,68.72000,,
2013.10280,,,64.18000,
2013.11690,,17.69000,,
2013.12960,,,31.72000,
2013.14660,,5.93000,,
2013.15720,,,15.40000,
2013.18410,,,46.29000,
2013.21100,,,135.39000,
2013.21960,,103.81000,,
2013.22670,,124.28000,,
2013.24680,,117.84000,,
2013.27710,,97.70000,,
2013.29270,,,52.51000,
2013.30690,,-20.35000,,
2013.31950,,,-3.47000,
2013.32710,,-0.19000,,
2013.34720,,,33.62000,
2013.34770,,25.66000,,
2013.37380,,,60.96000,
2013.37700,,63.92000,,
2013.40120,,,69.37000,
2013.40750,,57.08000,,
2013.42860,,,41.29000,
2013.43670,,36.02000,,
2013.45530,,,38.98000,
2013.45750,,38.47000,,
2013.48280,,,15.60000,
2013.50980,,,7.55000,
2013.53730,,,44.83000,
2013.56410,,,29.62000,
2013.59100,,,41.21000,
2013.61840,,,49.09000,
2013.64560,,,35.82000,
2013.66880,,,38.35000,
2013.70670,,,0.45000,
2013.72680,,,18.09000,
2013.75430,,,61.31000,
2013.78140,,,38.81000,
2013.80790,,,32.88000,
2013.83550,,,27.70000,
2013.86230,,,32.53000,
2013.88980,,,37.27000,
2013.91680,,,-9.82000,
2013.94390,,,-25.51000,
2013.97190,,,-29.84000,
2013.99810,,,4.34000,
2014.02600,,,48.20000,
2014.05260,,,36.89000,
2014.08040,,,45.65000,
2014.10730,,,69.90000,
2014.13420,,,64.02000,
2014.16160,,,-6.88000,
2014.18840,,,17.77000,
2014.21550,,,-19.12000,
2014.24290,,,7.01000,
2014.26990,,,60.14000,
2014.29700,,,34.49000,
2014.32460,,,74.71000,
2014.35140,,,45.83000,
2014.37840,,,-12.28000,
2014.40570,,,5.93000,
2014.43200,,,-0.42000,
2014.46030,,,49.59000,
2014.48730,,,82.24000,
2014.51430,,,54.73000,
2014.54140,,,33.98000,
2014.56850,,,34.79000,
2014.59580,,,49.77000,
2014.62300,,,18.85000,
2014.65000,,,23.21000,
2014.67690,,,52.53000,
2014.70450,,,71.21000,
2014.73170,,,83.09000,
2014.75890,,,-12.71000,
2014.78610,,,41.98000,
2014.81280,,,44.22000,
2014.83990,,,20.41000,
2014.86700,,,49.31000,
2014.89450,,,70.76000,
2014.92140,,,56.78000,
2014.94870,,,21.77000,
2014.97630,,,2.67000,
2015.00290,,,-26.28000,
2015.03010,,,-30.48000,
2015.05750,,,-38.74000,
2015.08430,,,15.66000,
2015.11140,,,90.07000,
2015.13850,,,-48.97000,
2015.16570,,,-26.72000,
2015.19300,,,-6.70000,
2015.22030,,,-30.43000,
2015.24730,,,37.73000,
2015.27430,,,12.17000,
2015.30140,,,-47.71000,
2015.32860,,,26.40000,
2015.35600,,,62.36000,
2015.38310,,,0.73000,
2015.40990,,,-4.49000,
2015.43810,,,-25.67000,
2015.46450,,,33.21000,
2015.49160,,,47.76000,
2015.51900,,,-1.86000,
2015.54630,,,25.85000,
2015.57310,,,36.69000,
2015.59990,,,34.76000,
2015.62770,,,53.19000,
2015.65390,,,34.47000,
2015.68150,,,25.08000,
2015.70870,,,27.75000,
2015.73590,,,44.27000,
2015.76310,,,21.28000,
2015.79000,,,80.85000,
2015.81720,,,78.32000,
2015.84440,,,28.21000,
2015.87190,,,-12.27000,
2015.89880,,,15.47000,
2015.92560,,,63.55000,
2015.95310,,,27.48000,
2015.98020,,,31.99000,
2016.00750,,,-2.12000,
2016.03460,,,121.68000,
2016.06130,,,90.73000,
2016.08970,,,34.32000,
2016.11610,,,56.44000,
2016.12210,,,,64.33000
2016.14290,,,,70.85000
2016.14330,,,68.03000,
2016.16990,,,,53.41000
2016.17030,,,40.87000,
2016.19560,,,,95.25000
2016.19750,,,80.73000,
2016.22380,,,,50.79000
2016.22480,,,43.78000,
2016.25060,,,46.83000,
2016.25150,,,,38.43000
2016.27850,,,,45.93000
2016.27880,,,41.71000,
2016.30600,,,,86.64000
2016.30630,,,86.21000,
2016.33270,,,,55.73000
2016.33310,,,50.00000,
2016.36040,,,,66.83000
2016.36050,,,67.22000,
2016.38740,,,,57.81000
2016.38770,,,56.97000,
2016.41410,,,,27.75000
2016.41440,,,26.97000,
2016.44150,,,,8.30000
2016.44180,,,6.82000,
2016.46850,,,,61.15000
2016.46890,,,59.96000,
2016.49560,,,45.10000,51.46000
2016.52280,,,,27.91000
2016.52310,,,23.57000,
2016.54980,,,,14.88000
2016.55030,,,10.55000,
2016.57700,,,,52.14000
2016.57750,,,50.77000,
2016.60430,,,,63.23000
2016.60480,,,54.39000,
2016.63140,,,,29.40000
2016.63200,,,24.16000,
2016.65840,,,,47.00000
2016.65890,,,43.20000,
2016.68550,,,,46.86000
2016.68600,,,39.10000,
2016.71290,,,,46.93000
2016.71360,,,38.96000,
2016.74010,,,,33.54000
2016.74050,,,31.22000,
2016.76740,,,,12.91000
2016.79060,,,47.84000,
2016.79420,,,,52.96000
2016.80860,,,48.41000,
2016.82120,,,,53.74000
2016.83560,,,45.62000,
2016.84860,,,,54.67000
2016.86260,,,82.51000,
2016.87570,,,,68.33000
2016.89010,,,19.08000,
2016.90290,,,,31.00000
2016.91690,,,59.03000,
2016.92870,,,,37.94000
2016.94440,,,-8.93000,
2016.95690,,,,-25.01000
2016.97130,,,-27.71000,
2016.98440,,,,-57.34000
2016.99850,,,-40.70000,
2017.01140,,,,-16.10000
2017.02560,,,26.24000,
2017.03850,,,,32.16000
2017.05270,,,9.95000,
2017.06570,,,,-5.13000
2017.07980,,,-8.68000,
2017.09300,,,,21.51000
2017.10730,,,55.20000,
2017.12010,,,,67.07000
2017.13420,,,36.12000,
2017.14720,,,,-20.51000
2017.16130,,,-1.46000,
2017.17430,,,,43.58000
2017.18840,,,69.37000,
2017.20180,,,,62.28000
2017.20340,,,40.46000,
2017.22900,,,,8.41000
2017.25090,,,9.39000,
2017.25590,,,,9.30000
2017.26980,,,11.56000,
2017.28310,,,,25.27000
2017.29720,,,43.43000,
2017.30990,,,,43.96000
2017.32410,,,19.87000,
2017.33740,,,,35.30000
2017.35160,,,67.55000,
2017.36410,,,,80.82000
2017.37140,,,120.56000,
2017.39150,,,,44.71000
2017.41870,,,,22.88000
2017.44560,,,,14.26000
2017.47300,,,,51.73000
2017.50020,,,,70.47000
2017.52740,,,,49.87000
2017.55440,,,,35.68000
2017.58150,,,,61.89000
2017.60880,,,,60.68000
2017.63600,,,,28.13000
2017.66330,,,,40.07000
2017.69020,,,,37.77000
2017.71750,,,,61.30000
2017.74440,,,,15.19000
2017.77160,,,,25.14000
2017.79890,,,,44.01000
2017.82570,,,,34.33000
2017.85310,,,,23.14000
2017.88020,,,,25.10000
2017.90750,,,,55.68000
2017.93420,,,,33.07000
2017.96150,,,,14.08000
2017.98870,,,,0.72000
2018.01600,,,,94.26000
2018.04290,,,,76.77000
2018.07000,,,,26.37000
2018.09730,,,,-35.88000
2018.12430,,,,31.35000
2018.15160,,,,75.89000
2018.17900,,,,203.52000
2018.20590,,,,176.51000
2018.23310,,,,145.27000
2018.26030,,,,103.10000
2018.28790,,,,69.10000
2018.31490,,,,8.92000
2018.34210,,,,22.64000
2018.36880,,,,57.64000
2018.39630,,,,61.15000
2018.42330,,,,47.71000
2018.45030,,,,41.71000
2018.47770,,,,49.85000
2018.50470,,,,42.63000
2018.53180,,,,48.91000
2018.55890,,,,52.52000
2018.58590,,,,54.36000
2018.61330,,,,61.92000
2018.64030,,,,54.85000
2018.66760,,,,51.63000
2018.69460,,,,63.97000
2018.72190,,,,71.05000
2018.74900,,,,45.51000
2018.77600,,,,40.80000
2018.80310,,,,22.44000
2018.83060,,,,48.11000
2018.85740,,,,71.25000
2018.88470,,,,27.04000
2018.91180,,,,86.33000
2018.93920,,,,65.86000
2018.96610,,,,73.62000
2018.99360,,,,10.47000
2019.02070,,,,-6.61000
2019.04750,,,,48.79000
2019.07470,,,,78.85000
2019.10170,,,,130.92000
2019.12870,,,,45.85000
2019.14630,,,,-16.21000
2019.18780,,,,76.81000
2019.21010,,,,21.37000
2019.23770,,,,-20.27000
2019.26000,,,,32.34000
2019.29190,,,,95.16000
2019.31900,,,,11.01000
2019.34630,,,,39.12000
2019.37330,,,,54.03000
2019.40050,,,,31.11000
2019.42790,,,,18.76000
2019.45460,,,,15.22000
2019.48190,,,,48.55000
2019.50940,,,,38.53000
2019.53620,,,,55.55000
2019.56340,,,,46.55000
2019.59060,,,,38.15000
2019.61760,,,,35.33000
2019.64500,,,,32.65000
2019.67210,,,,31.64000
2019.69900,,,,31.20000
2019.72640,,,,-8.19000
2019.75350,,,,48.21000
2019.78050,,,,56.30000
2019.80800,,,,47.23000
2019.83550,,,,41.99000
2019.86180,,,,92.06000
2019.88880,,,,112.94000
2019.91630,,,,114.12000
2019.94340,,,,0.02000
2019.97050,,,,86.29000
2019.99780,,,,107.93000
2020.02490,,,,28.01000
2020.05210,,,,20.58000
2020.07430,,,,-9.38000
2020.11840,,,,49.83000
2020.13340,,,,51.19000
2020.16060,,,,41.69000
2020.18750,,,,111.86000
2020.21490,,,,46.17000
2020.24240,,,,8.00000
2020.26910,,,,56.00000
2020.29620,,,,34.11000
2020.32340,,,,90.17000
2020.35060,,,,68.65000
2020.37800,,,,72.73000
2020.40520,,,,25.10000
2020.43220,,,,69.91000
2020.45790,,,,132.57000
2020.48640,,,,71.47000
2020.51350,,,,50.33000
2020.54070,,,,54.37000
2020.56770,,,,73.15000
2020.59530,,,,82.13000
2020.62240,,,,74.79000
2020.64920,,,,61.41000
2020.67670,,,,64.13000
2020.70400,,,,46.79000
2020.73080,,,,49.22000
2020.75770,,,,66.09000
2020.78520,,,,85.45000
2020.81050,,,,82.50000
2020.84010,,,,54.94000
2020.86660,,,,36.63000
2020.89360,,,,81.04000
2020.92080,,,,84.39000
2020.94800,,,,138.34000
2020.97520,,,,72.88000
2021.00230,,,,28.18000
2021.02940,,,,98.11000
2021.05640,,,,66.87000
2021.08360,,,,114.70000
2021.11090,,,,172.34000
2021.13790,,,,124.07000
2021.16570,,,,9.51000
2021.19220,,,,-26.37000
2021.21930,,,,32.97000
2021.24620,,,,27.87000
2021.27350,,,,40.01000
2021.30030,,,,60.36000
2021.32780,,,,72.90000
2021.35510,,,,54.19000
2021.38240,,,,26.93000
2021.40950,,,,-6.97000
2021.43660,,,,53.74000
2021.46380,,,,87.15000
2021.49110,,,,61.93000
2021.51810,,,,21.58000
2021.54490,,,,57.68000
2021.57220,,,,92.69000
2021.59950,,,,81.27000
2021.62720,,,,48.76000
2021.65380,,,,46.95000
2021.68070,,,,69.70000
2021.70810,,,,70.03000
2021.73510,,,,51.99000
2021.76230,,,,26.46000
2021.78940,,,,47.50000
2021.81660,,,,33.83000
2021.84380,,,,58.85000
2021.87120,,,,26.05000
2021.89820,,,,15.26000
2021.92510,,,,107.84000
2021.95240,,,,102.71000
2021.97940,,,,42.02000
2022.00670,,,,84.19000
2022.03390,,,,66.91000
2022.06090,,,,22.75000
2022.08810,,,,-13.58000
2022.11310,,,,51.35000
2022.17810,,,,-11.46000
2022.20130,,,,27.94000
2022.21280,,,,28.20000
2022.25120,,,,-7.44000
2022.31920,,,,77.75000
2022.33840,,,,44.57000
2022.36530,,,,47.90000
2022.39180,,,,46.30000
2022.41950,,,,86.09000
2022.44670,,,,57.57000
2022.47440,,,,59.06000
2022.50110,,,,63.68000
2022.52840,,,,15.76000
2022.55570,,,,46.09000
2022.58280,,,,79.60000
2022.60990,,,,49.65000
2022.63680,,,,46.09000
2022.66410,,,,48.94000
2022.69110,,,,67.72000
2022.71820,,,,63.13000
2022.74560,,,,65.96000
2022.77300,,,,47.46000
2022.79850,,,,45.63000
2022.82960,,,,80.15000
2022.85300,,,,75.83000